leaf,gamma_L,gamma_U,variant,budget_seconds,json_path,progress_path,lp_path,status,solver_status,certified,lower_bound,upper_bound,gap,gap_to_cutoff,runtime_seconds,compact_bc_best_bound_available,compact_bc_bound_valid,best_valid_lb_seen,best_valid_gap_seen,finalization_source,final_json_uses_best_checkpoint,checkpoint_valid_rows,checkpoint_improvements,checkpoint_best_bound,checkpoint_best_time,checkpoint_best_node_count,nodes,tailored_bc_callback_cut_profile,tailored_bc_local_centering_rows_added,tailored_bc_low_gini_l1_centering_rows_added,tailored_bc_variable_s_centering_rows_added,tailored_bc_gini_subset_envelope_rows_added,tailored_bc_transfer_cutset_rows_added,compact_bc_sp_product_estimator_rows_added,compact_bc_sp_product_paper_safe,s_range_refinement_enabled,s_range_certificate_valid,s_range_global_L,s_range_global_U,thread_fairness_class,compact_bc_solver_threads,diagnostic_only,command_hash,model_lp_exists,lp_hash,lp_rows_estimated,lp_binary_markers,lp_general_markers,lp_h_vars,lp_q_l1_vars,lp_local_centering_rows,parent_S_L,parent_S_U,S_domain_source,S_domain_proof_status,S_domain_audit_passed,tailored_bc_s_bucket_ledger,tailored_bc_s_bucket_policy,tailored_bc_subset_cross_h_separation_profile,tailored_bc_subset_cross_h_centering_rows_added,tailored_bc_local_q_centering_rows_added,tailored_bc_compatible_source_transfer_cuts_added,tailored_bc_required_external_source_cuts_added,compact_bc_sp_product_mccormick_rows_added,row_class,proof_status,audit_passed,failures,parent_leaf,bucket_variant,ledger_mode,bucket_count,bucket_policy_requested,bucket_policy_effective,bucket_id,s_bucket_L,s_bucket_U,bucket_closed,bucket_timed_out,bucket_valid_bound,closure_source,coverage_used_for_paper_certificate,diagnostic_evidence_used,checkpoint_only_used,plain_cplex_used
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b1_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b1_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b1_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5569684,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0148909,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,3c097a9f67ceb5fb,True,2679b2a4fddecab1,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,1,4.127577635311914,5.118748282186406,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b2_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b2_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b2_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5540063,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0138571,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,baa96a8efed32150,True,9c3b518fef3ac500,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,2,5.118748282186406,6.214252681363476,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b3_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b3_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b3_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5451196,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0074517,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,7040fce09f356faa,True,d3062205335d5a02,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,3,6.214252681363476,7.414090832843124,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b4_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b4_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b4_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.537027,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0038502,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,ea179fd27ffaa176,True,a710b713ec5d9a4d,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,4,7.414090832843124,8.718262736625352,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b5_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b5_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b5_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5497653,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0120603,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,dd73167509bc8294,True,6241bfd2036d0251,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,5,8.718262736625352,10.126768392710156,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b6_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b6_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b6_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5566334,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0111913,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,7c35a78e78a9a79a,True,27d4648bf2164ec2,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,6,10.126768392710156,11.639607801097538,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b7_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b7_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b7_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5319699,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0024674,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,e8389325d5e4c801,True,e2fd8a91e41fe493,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,7,11.639607801097538,13.256780961787499,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b8_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b8_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b8_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5485853,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0150163,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,0d632f9000f6cb1e,True,09ab8995254e6028,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,8,13.256780961787499,14.978287874780039,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b9_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b9_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b9_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.8151813,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0125402,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,fa9a94faddcd0c46,True,6cf554303ac8ce57,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,9,14.978287874780039,16.804128540075155,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b10_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b10_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b10_low_gini_1_best_combined_paper_safe_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0457135512444,0.0491525526647,0.0699658763157,0.0034390014203000002,90.9612139,True,True,0.0457135512444,0.0699658763157,cplex_time_limit_with_valid_best_bound,True,3,2,0.0457135512444,60.0122397,2607,2607,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,7a9bd3a0398a9347,True,3dd6dd14f2032196,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,10,16.804128540075155,18.734302957672853,False,True,True,timeout_noncertified,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b11_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b11_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b11_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.9394414,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0118544,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,fa4a2583da712d4f,True,a7d3f127be68db35,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,11,18.734302957672853,20.768811127573127,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b12_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b12_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b12_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.7880269,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0063483,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,6d35d315ec86b926,True,eaf682b6590e19d5,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,12,20.768811127573127,22.907653049775977,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b13_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b13_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b13_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.8022952,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0157118,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,571ac2b3d4be4bbd,True,3440fb76f531e7b9,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,13,22.907653049775977,25.150828724281407,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b14_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b14_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b14_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.8306797,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.012468,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,f0087d6379cd94f4,True,1b59f0a28eb83ccc,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,14,25.150828724281407,27.498338151089413,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b15_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b15_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b15_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5427317,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0033878,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,95800b66e803b46d,True,cab94b09a01b1f6c,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,15,27.498338151089413,29.9501813302,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-snapshot,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-snapshot_K4_b0_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-snapshot_K4_b0_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-snapshot_K4_b0_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5397712,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0075392,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,b58daf6fc0450fe4,True,9bcdba0b8f1f03c3,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-snapshot,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-snapshot,diagnostic,4,adaptive-snapshot,adaptive-snapshot,0,3.24074074074,11.836884768687916,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-snapshot,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-snapshot_K4_b1_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-snapshot_K4_b1_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-snapshot_K4_b1_low_gini_1_best_combined_paper_safe_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0454668384229,0.0491525526647,0.0749852050809,0.0036857142417999963,90.9342833,True,True,0.0454668384229,0.0749852050809,cplex_time_limit_with_valid_best_bound,True,3,3,0.0454668384229,90.0254236,2391,2391,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,8f61b8cbc7fafe37,True,b79e0ad37d3eabb5,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-snapshot,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-snapshot,diagnostic,4,adaptive-snapshot,adaptive-snapshot,1,11.836884768687916,19.472280155095834,False,True,True,timeout_noncertified,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-snapshot,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-snapshot_K4_b2_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-snapshot_K4_b2_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-snapshot_K4_b2_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.7740698,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0064629,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,51915d06a32570a4,True,2f17d3a931f619f9,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-snapshot,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-snapshot,diagnostic,4,adaptive-snapshot,adaptive-snapshot,2,19.472280155095834,25.839784009539798,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-snapshot,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-snapshot_K4_b3_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-snapshot_K4_b3_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-snapshot_K4_b3_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.7915161,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0148872,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,03245a293e1ac063,True,d05df96779fcbbe3,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-snapshot,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,low_gini_1,S_bucket_diagnostic_adaptive-snapshot,diagnostic,4,adaptive-snapshot,adaptive-snapshot,3,25.839784009539798,29.9501813302,True,False,True,closed_by_best_bound,False,True,False,False
