source_stage,instance,family,V,M,arm,repetition,budget_seconds,return_code,emergency_timeout,status,verified_ub,common_verified_ub,valid_final_lb,common_ub_gap,strict_certificate,runtime_seconds,root_coverage_valid,parent_child_coverage_valid,all_relevant_leaves_closed,all_leaf_bounds_valid,global_bound_monotone,leaf_bounds_monotone,lifecycle_complete,failure_reason,run_id,run_path
stage1,moderate_seed3302,moderate,20,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,0.19563620654901237,0.19563620654901237,0.13953281761623015,0.28677405845490433,False,295.0243176,True,True,False,True,True,True,True,overall_global_deadline,stage1__moderate_seed3302__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c4_candidate__300s
stage1,moderate_seed3302,moderate,20,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.19563620654901237,0.19563620654901237,0.13984710960974936,0.2851675460456563,False,295.0485857,True,True,False,True,True,True,True,overall_global_deadline,stage1__moderate_seed3302__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s
stage2,tight_T_seed3101,tight_T,20,3,P-GRB,0,300,0,False,time_limit,0.11608225228456553,0.10725273413394144,0.01937849707503963,0.8193193186959785,False,295.022274,False,False,False,False,False,False,False,,stage2__tight_T_seed3101__p_grb__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed3101__p_grb__300s
stage1,tight_T_seed3101,tight_T,20,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,0.10725273413394144,0.10725273413394144,0.05362636706697072,0.5,False,295.0305634,True,True,False,True,True,True,True,overall_global_deadline,stage1__tight_T_seed3101__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__tight_T_seed3101__c4_candidate__300s
stage1,tight_T_seed3101,tight_T,20,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.10725273413394144,0.10725273413394144,0.05362636706697072,0.5,False,295.0305776,True,True,False,True,True,True,True,overall_global_deadline,stage1__tight_T_seed3101__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__tight_T_seed3101__c5_candidate__300s
stage2,high_imbalance_seed4201,high_imbalance,20,3,P-GRB,0,300,0,False,time_limit,2.784107571242904,2.784107571242904,2.0042580270669403,0.2801075476504728,False,295.0198818,False,False,False,False,False,False,False,,stage2__high_imbalance_seed4201__p_grb__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed4201__p_grb__300s
stage2,high_imbalance_seed4201,high_imbalance,20,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,2.784107571242904,2.784107571242904,2.6896611173437055,0.03392342123369721,False,295.0210119,True,True,False,True,True,True,True,overall_global_deadline,stage2__high_imbalance_seed4201__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed4201__c4_candidate__300s
stage2,high_imbalance_seed4201,high_imbalance,20,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,2.784107571242904,2.784107571242904,2.690845603962983,0.03349797552480571,False,295.0392061,True,True,False,True,True,True,True,overall_global_deadline,stage2__high_imbalance_seed4201__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed4201__c5_candidate__300s
stage2,moderate_seed4302,moderate,20,3,P-GRB,0,300,0,False,time_limit,0.05457724328859062,0.04854285887126694,8.816848156789071e-08,0.9999981836982077,False,295.0183862,False,False,False,False,False,False,False,,stage2__moderate_seed4302__p_grb__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed4302__p_grb__300s
stage2,moderate_seed4302,moderate,20,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,0.04854285887126694,0.04854285887126694,0.016240295448157305,0.6654441904374504,False,295.0302441,True,True,False,True,True,True,True,overall_global_deadline,stage2__moderate_seed4302__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed4302__c4_candidate__300s
stage2,moderate_seed4302,moderate,20,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.04854285887126694,0.04854285887126694,0.016240295448157305,0.6654441904374504,False,295.0259853,True,True,False,True,True,True,True,overall_global_deadline,stage2__moderate_seed4302__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed4302__c5_candidate__300s
stage2,tight_T_seed4101,tight_T,20,3,P-GRB,0,300,0,False,time_limit,0.5859776641086627,0.562981400559009,0.36326075806486424,0.3547553121574414,False,295.0244124,False,False,False,False,False,False,False,,stage2__tight_T_seed4101__p_grb__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed4101__p_grb__300s
stage2,tight_T_seed4101,tight_T,20,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,0.562981400559009,0.562981400559009,0.3022442685314236,0.4631363163484407,False,295.0286797,True,True,False,True,True,True,True,overall_global_deadline,stage2__tight_T_seed4101__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed4101__c4_candidate__300s
stage2,tight_T_seed4101,tight_T,20,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.562981400559009,0.562981400559009,0.3022442685314236,0.4631363163484407,False,295.0242976,True,True,False,True,True,True,True,overall_global_deadline,stage2__tight_T_seed4101__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed4101__c5_candidate__300s
stage2,high_imbalance_seed5202,high_imbalance,20,3,P-GRB,0,300,0,False,time_limit,1.186503077343321,1.1543377051882164,0.9252150909251404,0.19848837409821699,False,295.0234187,False,False,False,False,False,False,False,,stage2__high_imbalance_seed5202__p_grb__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed5202__p_grb__300s
stage2,high_imbalance_seed5202,high_imbalance,20,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,1.1543377051882164,1.1543377051882164,1.0155419140820865,0.12023846269796679,False,295.0274547,True,True,False,True,True,True,True,overall_global_deadline,stage2__high_imbalance_seed5202__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed5202__c4_candidate__300s
stage2,high_imbalance_seed5202,high_imbalance,20,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,1.1543377051882164,1.1543377051882164,1.0159527187400632,0.1198825836028542,False,295.0309943,True,True,False,True,True,True,True,overall_global_deadline,stage2__high_imbalance_seed5202__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed5202__c5_candidate__300s
stage2,high_imbalance_seed5203,high_imbalance,20,3,P-GRB,0,300,0,False,time_limit,2.355629122487788,2.3524097575828193,1.9903564132248892,0.15390743181151917,False,295.0199661,False,False,False,False,False,False,False,,stage2__high_imbalance_seed5203__p_grb__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed5203__p_grb__300s
stage2,high_imbalance_seed5203,high_imbalance,20,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,2.3524097575828193,2.3524097575828193,2.0264485645829993,0.1385648023050016,False,295.0266338,True,True,False,True,True,True,True,overall_global_deadline,stage2__high_imbalance_seed5203__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed5203__c4_candidate__300s
stage2,high_imbalance_seed5203,high_imbalance,20,3,C5-CANDIDATE,0,300,0,False,optimal,2.3524097575828193,2.3524097575828193,2.3524097575828193,0.0,True,253.6234196,True,True,True,True,True,True,True,none,stage2__high_imbalance_seed5203__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed5203__c5_candidate__300s
stage2,moderate_seed5301,moderate,20,3,P-GRB,0,300,0,False,time_limit,0.18314472499185203,0.16885733659692667,0.07245428297814198,0.5709142141031455,False,295.0179792,False,False,False,False,False,False,False,,stage2__moderate_seed5301__p_grb__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed5301__p_grb__300s
stage2,moderate_seed5301,moderate,20,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,0.16885733659692667,0.16885733659692667,0.08358982994364039,0.5049677341342017,False,295.0250058,True,True,False,True,True,True,True,overall_global_deadline,stage2__moderate_seed5301__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed5301__c4_candidate__300s
stage2,moderate_seed5301,moderate,20,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.16885733659692667,0.16885733659692667,0.08450251911563354,0.49956264371653275,False,295.0327514,True,True,False,True,True,True,True,overall_global_deadline,stage2__moderate_seed5301__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed5301__c5_candidate__300s
stage2,moderate_seed5302,moderate,20,3,P-GRB,0,300,0,False,time_limit,0.109681593369203,0.109681593369203,0.026346485760173625,0.759791183270945,False,295.0249456,False,False,False,False,False,False,False,,stage2__moderate_seed5302__p_grb__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed5302__p_grb__300s
stage2,moderate_seed5302,moderate,20,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,0.109681593369203,0.109681593369203,0.01618004087091167,0.8524817120731691,False,295.025635,True,True,False,True,True,True,True,overall_global_deadline,stage2__moderate_seed5302__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed5302__c4_candidate__300s
stage2,moderate_seed5302,moderate,20,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.109681593369203,0.109681593369203,0.02742039834230075,0.7499999999999999,False,295.0311313,True,True,False,True,True,True,True,overall_global_deadline,stage2__moderate_seed5302__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed5302__c5_candidate__300s
stage2,tight_T_seed5102,tight_T,20,3,P-GRB,0,300,0,False,time_limit,0.41866710699519083,0.3623546627845846,0.2258845704217254,0.3766202187495763,False,295.0201407,False,False,False,False,False,False,False,,stage2__tight_T_seed5102__p_grb__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed5102__p_grb__300s
stage1,tight_T_seed5102,tight_T,20,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,0.3623546627845846,0.3623546627845846,0.20843292656852036,0.4247819940641107,False,295.0280014,True,True,False,True,True,True,True,overall_global_deadline,stage1__tight_T_seed5102__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__tight_T_seed5102__c4_candidate__300s
stage1,tight_T_seed5102,tight_T,20,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.3623546627845846,0.3623546627845846,0.20843292656852036,0.4247819940641107,False,295.0251427,True,True,False,True,True,True,True,overall_global_deadline,stage1__tight_T_seed5102__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__tight_T_seed5102__c5_candidate__300s
stage2,tight_T_seed5103,tight_T,20,3,P-GRB,0,300,0,False,time_limit,0.2978986323156426,0.2849628509699851,0.15202339601727297,0.466515036960781,False,295.0232513,False,False,False,False,False,False,False,,stage2__tight_T_seed5103__p_grb__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed5103__p_grb__300s
stage2,tight_T_seed5103,tight_T,20,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,0.2849628509699851,0.2849628509699851,0.14558766572211784,0.4890994905948197,False,295.0316093,True,True,False,True,True,True,True,overall_global_deadline,stage2__tight_T_seed5103__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed5103__c4_candidate__300s
stage2,tight_T_seed5103,tight_T,20,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.2849628509699851,0.2849628509699851,0.14558766572211784,0.4890994905948197,False,295.0292006,True,True,False,True,True,True,True,overall_global_deadline,stage2__tight_T_seed5103__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed5103__c5_candidate__300s
stage2,high_imbalance_seed6202,high_imbalance,50,3,P-GRB,0,300,0,False,time_limit,10.051557504392527,9.736060015392617,7.8574233767331165,0.19295655898683803,False,295.0301095,False,False,False,False,False,False,False,,stage2__high_imbalance_seed6202__p_grb__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed6202__p_grb__300s
stage2,high_imbalance_seed6202,high_imbalance,50,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,9.736060015392617,9.736060015392617,7.461555638889693,0.23361651149509707,False,295.1319404,True,True,False,True,True,True,True,overall_global_deadline,stage2__high_imbalance_seed6202__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed6202__c4_candidate__300s
stage2,high_imbalance_seed6202,high_imbalance,50,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,9.736060015392617,9.736060015392617,7.461555638889693,0.23361651149509707,False,295.13999,True,True,False,True,True,True,True,overall_global_deadline,stage2__high_imbalance_seed6202__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed6202__c5_candidate__300s
stage2,moderate_seed6301,moderate,50,3,P-GRB,0,300,0,False,time_limit,1.042133065991235,0.6075292832179728,0.4334604561007951,0.28651923771503923,False,295.0338973,False,False,False,False,False,False,False,,stage2__moderate_seed6301__p_grb__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed6301__p_grb__300s
stage1,moderate_seed6301,moderate,50,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,0.6075292832179728,0.6075292832179728,0.4820366689538659,0.20656224766548742,False,295.0857328,True,True,False,True,True,True,True,overall_global_deadline,stage1__moderate_seed6301__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed6301__c4_candidate__300s
stage1,moderate_seed6301,moderate,50,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.6075292832179728,0.6075292832179728,0.4949981501640891,0.18522750452097825,False,295.0911105,True,True,False,True,True,True,True,overall_global_deadline,stage1__moderate_seed6301__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed6301__c5_candidate__300s
stage2,tight_T_seed6102,tight_T,50,3,P-GRB,0,300,0,False,time_limit,0.7043455740789398,0.6855974831044359,0.5114077669336669,0.25406994696366914,False,295.031364,False,False,False,False,False,False,False,,stage2__tight_T_seed6102__p_grb__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed6102__p_grb__300s
stage2,tight_T_seed6102,tight_T,50,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,0.6855974831044359,0.6855974831044359,0.5536563779344199,0.19244689255943145,False,295.0851228,True,True,False,True,True,True,True,overall_global_deadline,stage2__tight_T_seed6102__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed6102__c4_candidate__300s
stage2,tight_T_seed6102,tight_T,50,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.6855974831044359,0.6855974831044359,0.5632890266694838,0.17839688658297057,False,295.084792,True,True,False,True,True,True,True,overall_global_deadline,stage2__tight_T_seed6102__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed6102__c5_candidate__300s
