interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,interval_closure_source,interval_closure_source_detail,interval_requires_pricing_closure,interval_pricing_closure_satisfied,interval_oracle_used_for_certificate,interval_oracle_is_diagnostic_only,interval_relaxation_bound_valid,interval_bpc_tree_nodes,interval_bpc_pricing_calls,interval_bpc_exact_pricing_closed,interval_final_lb,interval_final_ub_cutoff,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason,oracle_bound_merged,oracle_bound_value,oracle_bound_status,oracle_bound_source_json,oracle_bound_solver_status,oracle_bound_model_type,oracle_bound_valid,lower_bound_before_oracle,lower_bound_after_oracle,lower_bound_improvement_by_oracle,leaf_closed_by_oracle_bound
10,0.475,0.5046875,1.74210803,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,1.74210803,2.44340319194,0,1,0,0,0,0,0,67.3411875,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,,,,,,,,,,,,
11,0.5046875,0.534375,1.74210803,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,1.74210803,2.44340319194,0,1,0,0,0,0,0,67.428503,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,,,,,,,,,,,,
12,0.534375,0.5640625,1.74210803,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,1.74210803,2.44340319194,0,1,0,0,0,0,0,67.2090319,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,,,,,,,,,,,,
13,0.5640625,0.59375,1.74210803,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,1.74210803,2.44340319194,0,1,0,0,0,0,0,134.2571712,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,,,,,,,,,,,,
14,0.475,0.48984375,2.320169,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,unresolved,interval_exact_cutoff_mip_timeout,false,true,false,true,true,0,0,false,2.320169,2.443403,0,1,0,0,0,0,0,67.33974,interval_exact_oracle_bound,gamma_floor|adaptive_split_inherited_parent_lb|interval_exact_oracle_bound,fixed,,,,0,0,0,,true,2.320169,interval_unresolved_timeout,E:\codes\ExactEBRP\results\gf_tailored_bc_fair_diagnosis_round\raw\full__high_imbalance_seed3201__tailored_cheap_cuts__1800s_auto_oracle\interval_14.json,"time limit exceeded, no integer solution",original_compact_objective_bound,true,1.742108,2.320169,0.578061,false
15,0.48984375,0.5046875,1.74210803,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,1.74210803,2.44340319194,0,1,0,0,0,0,0,67.3962213,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,,,,,,,,,,,,
16,0.5046875,0.51953125,1.74210803,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,1.74210803,2.44340319194,0,1,0,0,0,0,0,67.2448708,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,,,,,,,,,,,,
17,0.51953125,0.534375,1.74210803,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,1.74210803,2.44340319194,0,1,0,0,0,0,0,67.0371341,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,,,,,,,,,,,,
18,0.534375,0.54921875,1.74210803,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,1.74210803,2.44340319194,0,1,0,0,0,0,0,67.044015,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,,,,,,,,,,,,
19,0.54921875,0.5640625,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,2.44340319194,2.44340319194,0,0,0,0,0,0,0,33.6402333,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
20,0.5640625,0.57890625,1.74210803,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,1.74210803,2.44340319194,0,1,0,0,0,0,0,67.0145183,focused_split_inherited_parent_lb,gamma_floor|focused_split_inherited_parent_lb,fixed,,,,0,0,0,,,,,,,,,,,,
21,0.57890625,0.59375,1.74210803,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,1.74210803,2.44340319194,0,1,0,0,0,0,0,66.9227598,focused_split_inherited_parent_lb,gamma_floor|focused_split_inherited_parent_lb,fixed,,,,0,0,0,,,,,,,,,,,,
