stage,state_id,policy,candidate_pool_order,variable_name,semantic_family,original_type,root_value,fractionality,direction,imposed_bound,probe_status,child_objective,delta,score,work,solver_time_seconds,model_read_seconds,model_fingerprint_match,bound_override_readback_valid,fresh_disposable_model,failure_reason
revision_core_120s,D5,a1r-root-sparse-top1,3,p_1_12,pickup_quantity,I,1.4184503266242916,0.4184503266242916,down,1,optimal,0.32496933294190883,0,9.9999999999999984e-15,0.45761755413007948,0.14899992942810059,0.051087800000000003,1,1,1,none
revision_core_120s,D5,a1r-root-sparse-top1,3,p_1_12,pickup_quantity,I,1.4184503266242916,0.4184503266242916,up,2,optimal,0.32496933294190888,5.5511151231257827e-17,9.9999999999999984e-15,0.43519778946911025,0.14700007438659668,0.050862400000000002,1,1,1,none
revision_core_120s,D6,a1r-root-sparse-top1,0,z_0_5,visit_selection,B,0.5,0.5,down,0,optimal,0.21019159699513662,0.00092671927621393313,7.5228511690787569e-06,0.24148287688617237,0.085000038146972656,0.033458700000000001,1,1,1,none
revision_core_120s,D6,a1r-root-sparse-top1,0,z_0_5,visit_selection,B,0.5,0.5,up,1,optimal,0.21738260156709061,0.0081177238481679181,7.5228511690787569e-06,0.18758522962935262,0.072999954223632812,0.033652500000000002,1,1,1,none
revision_core_120s,D6,a1r-root-sparse-top1,1,d_0_7,drop_quantity,I,6.5727579922618542,0.4272420077381458,down,6,optimal,0.2092648777189226,0,9.9999999999999984e-15,0.23388676841001288,0.083999872207641602,0.033855799999999998,1,1,1,none
revision_core_120s,D6,a1r-root-sparse-top1,1,d_0_7,drop_quantity,I,6.5727579922618542,0.4272420077381458,up,7,optimal,0.20926487771892274,5.5511151231257827e-17,9.9999999999999984e-15,0.23600953563264296,0.082999944686889648,0.033861799999999997,1,1,1,none
revision_core_120s,D6,a1r-root-sparse-top1,2,d_1_7,drop_quantity,I,2.4272420077381458,0.4272420077381458,down,2,optimal,0.20926487771892266,0,9.9999999999999984e-15,0.23103248587145547,0.085999965667724609,0.034062200000000001,1,1,1,none
revision_core_120s,D6,a1r-root-sparse-top1,2,d_1_7,drop_quantity,I,2.4272420077381458,0.4272420077381458,up,3,optimal,0.20926487771892271,2.7755575615628914e-17,9.9999999999999984e-15,0.22684203247089094,0.085999965667724609,0.0349205,1,1,1,none
revision_core_120s,D6,a1r-root-sparse-top1,3,x_0_11_5,routing_arc,B,0.42307692307692307,0.42307692307692307,down,0,optimal,0.21019159699513662,0.00092671927621393313,1.2076763159591176e-05,0.24554211713959045,0.086999893188476562,0.034057799999999999,1,1,1,none
revision_core_120s,D6,a1r-root-sparse-top1,3,x_0_11_5,routing_arc,B,0.42307692307692307,0.42307692307692307,up,1,optimal,0.22229661609921214,0.013031738380289454,1.2076763159591176e-05,0.19453385228035572,0.099999904632568359,0.034978799999999997,1,1,1,none
revision_core_120s,D9,a1r-root-sparse-top1,0,x_0_20_14,routing_arc,B,0.50034304485504033,0.49965695514495967,down,0,optimal,0.407329005858862,0,1.9337543082624607e-08,0.68366487017037814,0.24399995803833008,0.017153100000000001,1,1,1,none
revision_core_120s,D9,a1r-root-sparse-top1,0,x_0_20_14,routing_arc,B,0.50034304485504033,0.49965695514495967,up,1,infeasible,0,0.19337543082624609,1.9337543082624607e-08,0.039257452601211149,0.015999794006347656,0.0171322,1,1,1,none
revision_core_120s,D9,a1r-root-sparse-top1,1,z_0_14,visit_selection,B,0.50034304485504033,0.49965695514495967,down,0,optimal,0.407329005858862,0,1.1516714674298378e-10,0.70349966107392137,0.26399993896484375,0.017753700000000001,1,1,1,none
revision_core_120s,D9,a1r-root-sparse-top1,1,z_0_14,visit_selection,B,0.50034304485504033,0.49965695514495967,up,1,optimal,0.40848067732629184,0.0011516714674298378,1.1516714674298378e-10,0.61917762767629414,0.22299981117248535,0.017546699999999998,1,1,1,none
revision_core_120s,D9,a1r-root-sparse-top1,2,z_0_20,visit_selection,B,0.50034304485504033,0.49965695514495967,down,0,optimal,0.40732900585886206,5.5511151231257827e-17,1.9031258304563758e-10,0.59305694353609362,0.27099990844726562,0.0192102,1,1,1,none
revision_core_120s,D9,a1r-root-sparse-top1,2,z_0_20,visit_selection,B,0.50034304485504033,0.49965695514495967,up,1,optimal,0.40923213168931838,0.0019031258304563758,1.9031258304563758e-10,0.63778485089179227,0.23799991607666016,0.0182785,1,1,1,none
revision_core_120s,D9,a1r-root-sparse-top1,3,mode_0_14,operation_mode,B,0.50034304485504033,0.49965695514495967,down,0,optimal,0.407329005858862,0,1.1516714674298933e-10,0.87449673442827258,0.34200000762939453,0.017639499999999999,1,1,1,none
revision_core_120s,D9,a1r-root-sparse-top1,3,mode_0_14,operation_mode,B,0.50034304485504033,0.49965695514495967,up,1,optimal,0.4084806773262919,0.0011516714674298933,1.1516714674298933e-10,0.52200547659969798,0.20399999618530273,0.018513600000000002,1,1,1,none
revision_core_120s,D10,a1r-root-sparse-top1,0,x_2_14_20,routing_arc,B,0.4982340371207894,0.4982340371207894,down,0,optimal,0.43699011491207451,0,1.6371432177303306e-08,0.75937938498307478,0.26600003242492676,0.0176884,1,1,1,none
revision_core_120s,D10,a1r-root-sparse-top1,0,x_2_14_20,routing_arc,B,0.4982340371207894,0.4982340371207894,up,1,infeasible,0,0.16371432177303308,1.6371432177303306e-08,0.03928400452777904,0.018000125885009766,0.017625700000000001,1,1,1,none
revision_core_120s,D10,a1r-root-sparse-top1,1,z_2_20,visit_selection,B,0.5017659628792106,0.4982340371207894,down,0,optimal,0.43699011491207462,0,1.9382861124097038e-10,0.79391323752518916,0.29600000381469727,0.017418099999999999,1,1,1,none
revision_core_120s,D10,a1r-root-sparse-top1,1,z_2_20,visit_selection,B,0.5017659628792106,0.4982340371207894,up,1,optimal,0.43892840102448472,0.0019382861124097039,1.9382861124097038e-10,0.68974814424820463,0.27600002288818359,0.019052099999999999,1,1,1,none
revision_core_120s,D10,a1r-root-sparse-top1,2,mode_2_20,operation_mode,B,0.5017659628792106,0.4982340371207894,down,0,optimal,0.43699011491207473,0,1.9382861124097593e-10,0.77393118797486915,0.31300020217895508,0.018145700000000001,1,1,1,none
revision_core_120s,D10,a1r-root-sparse-top1,2,mode_2_20,operation_mode,B,0.5017659628792106,0.4982340371207894,up,1,optimal,0.43892840102448477,0.0019382861124097595,1.9382861124097593e-10,0.59285848451359446,0.21600008010864258,0.0189426,1,1,1,none
revision_core_120s,D10,a1r-root-sparse-top1,3,z_1_16,visit_selection,B,0.50239521358383898,0.49760478641616102,down,0,optimal,0.4369901149120744,0,7.8730949871302912e-11,1.0059444641699733,0.37899994850158691,0.017351100000000001,1,1,1,none
revision_core_120s,D10,a1r-root-sparse-top1,3,z_1_16,visit_selection,B,0.50239521358383898,0.49760478641616102,up,1,optimal,0.43777742441078804,0.00078730949871302913,7.8730949871302912e-11,0.7281875325651691,0.31800007820129395,0.0175733,1,1,1,none
revision_core_120s,D11,a1r-root-sparse-top1,0,z_1_2,visit_selection,B,0.4958907480973449,0.4958907480973449,down,0,optimal,0.50836774950014751,3.8384186412443455e-05,2.245708918167243e-08,0.6692639200928463,0.24000000953674316,0.017358499999999999,1,1,1,none
revision_core_120s,D11,a1r-root-sparse-top1,0,z_1_2,visit_selection,B,0.4958907480973449,0.4958907480973449,up,1,optimal,0.50891442627973726,0.00058506096600219326,2.245708918167243e-08,0.52760467339175909,0.19099998474121094,0.017368399999999999,1,1,1,none
revision_core_120s,D11,a1r-root-sparse-top1,1,p_0_14,pickup_quantity,I,9.4848645032501757,0.48486450325017572,down,9,optimal,0.50832936531373507,0,9.9999999999999984e-15,0.62397316066254005,0.22799992561340332,0.017480800000000001,1,1,1,none
revision_core_120s,D11,a1r-root-sparse-top1,1,p_0_14,pickup_quantity,I,9.4848645032501757,0.48486450325017572,up,10,optimal,0.50832936531373496,0,9.9999999999999984e-15,0.60859472782091251,0.22000002861022949,0.019179000000000002,1,1,1,none
revision_core_120s,D11,a1r-root-sparse-top1,2,p_1_20,pickup_quantity,I,5.4750691103380627,0.47506911033806265,down,5,optimal,0.50832936531373496,0,9.9999999999999984e-15,0.61332987962154872,0.24900007247924805,0.041779700000000003,1,1,1,none
revision_core_120s,D11,a1r-root-sparse-top1,2,p_1_20,pickup_quantity,I,5.4750691103380627,0.47506911033806265,up,6,optimal,0.50832936531373507,0,9.9999999999999984e-15,0.54258326635399257,0.1959998607635498,0.0187241,1,1,1,none
revision_core_120s,D11,a1r-root-sparse-top1,3,load_2_14,vehicle_load,I,7.5416585350584313,0.45834146494156869,down,7,optimal,0.50832936531373496,0,9.9999999999999984e-15,0.69053692482973672,0.25200009346008301,0.0175411,1,1,1,none
revision_core_120s,D11,a1r-root-sparse-top1,3,load_2_14,vehicle_load,I,7.5416585350584313,0.45834146494156869,up,8,optimal,0.50832936531373496,0,9.9999999999999984e-15,0.72151210766930507,0.26399993896484375,0.018327599999999999,1,1,1,none
