file,method,algorithm_preset,status,certified_original_problem,tailored_bc_enabled,tailored_bc_mode,tailored_bc_callback_available,tailored_bc_source_class,tailored_bc_candidate_projection_checks,tailored_bc_candidate_projection_verified,tailored_bc_candidate_projection_rejections,tailored_bc_candidate_projection_unsupported_mismatches,tailored_bc_candidate_route_projection_checks,tailored_bc_candidate_route_projection_verified,tailored_bc_candidate_route_projection_rejections,tailored_bc_candidate_route_projection_unsupported_mismatches,audit_passed,failures
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_centering_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_centering_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_q_centering_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_q_centering_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_q_centering_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_low_gini_cuts_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_low_gini_cuts_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_no_cuts_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_no_cuts_60s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_required_external_source_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_required_external_source_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_s_bucket_diagnostic_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,True,callback,True,tailored_bc_certified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_s_bucket_diagnostic_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,True,callback,True,tailored_bc_certified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_subset_cross_h_centering_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_subset_cross_h_centering_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_subset_cross_h_centering_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_1200s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_3600s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_60s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_static_tailored_compact_bc_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_static_tailored_compact_bc_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_2_best_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_2_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_moderate_seed3302_hard_best_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_moderate_seed3302_hard_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_tight_T_seed3102_hard_best_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_tight_T_seed3102_hard_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\option_consistency_test.json,option-consistency-test,custom,diagnostic_complete,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\tailored_bc_branch_callback_smoke.json,tailored-bc-branch-callback-smoke-test,custom,diagnostic_passed,False,True,callback,True,diagnostic,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\tailored_bc_callback_smoke.json,tailored-bc-callback-smoke-test,custom,diagnostic_passed,False,True,callback,True,diagnostic,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\validity_gini-subset-envelope-test.json,gini-subset-envelope-test,custom,diagnostic_passed,False,True,callback,True,diagnostic,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\validity_low-gini-l1-centering-test.json,low-gini-l1-centering-test,custom,diagnostic_passed,False,True,callback,True,diagnostic,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\validity_s-bucket-coverage-test.json,s-bucket-coverage-test,custom,diagnostic_passed,False,True,callback,True,diagnostic,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\validity_tailored-bc-cut-validity-test.json,tailored-bc-cut-validity-test,custom,diagnostic_passed,False,True,callback,True,diagnostic,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\validity_transfer-cutset-validity-test.json,transfer-cutset-validity-test,custom,diagnostic_passed,False,True,callback,True,diagnostic,0,0,0,0,0,0,0,0,True,
